t,quest,pweight,female,age,age2,cohort_y,zyear,cohorty,b_place,fethnic,spouse_ch,spouse,unmarried,married,married_1,married_2,married_3,married_4,educyr,seducyr,feducyr,edu_boy,edu_girl,patrilocala,patrilocalb,patrilineal,conflict1,conflict2,conflict3,poshi,divorce,lineage,ggran,gran,fm,hw,sib,sd3,gsd3,singlef,bigf,inf,coref,hwf,inc,lninc,incf,lnincf,greenvote,social,urbanize,kao,tpi,ntpc,religion,tvt,web,foreign,beench,hardship,background,rich,ilazy,wlazy,happiness,geron,auto,tittat,confuse,freesp,ig,mparty,powerb,judgei,protest,webprotest,demo,taiwanese,indepen,proinde,prouni,egp,workforce,wclass,year,grandf,ageg
1,1,,1,30,900,3,1971,10,241,1,0,0,0,1,0,0,1,0,16,18,14,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,45000,10.714417,95000,11.461632,1,6,1,0,1,0,4,0.33333334,2,1,0,2,2,1,3,2,1,2,2,3,-1,2,-1,-1,-1,-1,0,,3,3,1,3,3,2,1,2,2000,0,3
1,1,,1,33,1089,3,1968,9,108,1,0,0,0,1,1,0,0,0,14,16,2,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,95000,11.461632,1,4,1,0,1,0,1,1,2,1,1,4,2,-1,2,2,1,2,2,-1,-1,3,1,1,-1,-1,0,,3,2,0,3,2,3,1,1,2000,0,3
1,1,,0,42,1764,2,1959,7,200,3,0,0,0,1,0,1,0,0,16,0,12,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,85000,11.350407,105000,11.561716,0,3,1,0,1,0,1,2.5,1.5,1,0,3,2,-1,3,2,1,3,2,1,-1,2,-1,-1,-1,-1,1,,3,0,-1,2,3,1,1,4,2000,0,5
1,1,,1,34,1156,3,1967,9,103,1,0,0,0,1,1,0,0,0,15,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,135000,11.81303,0,3,1,0,1,0,1,1,0.5,1,1,3,2,-1,2,2,2,2,2,3,1,2,1,-1,-1,3,0,,2,2,0,2,2,2,1,2,2000,0,3
1,1,,1,35,1225,3,1966,9,264,1,0,0,0,1,0,0,1,0,12,14,6,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,25000,10.126631,45000,10.714417,0,3,1,0,1,0,1,3,0,1,0,4,3,1,3,3,1,2,2,-1,1,2,1,1,1,-1,0,,2,3,0,3,3,3,1,1,2000,0,4
1,1,,0,82,6724,0,1919,0,13,3,0,0,0,1,0,0,1,0,16,12,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,15000,9.6158056,15000,9.6158056,0,3,1,0,1,0,0,1.5,0,1,0,4,2,1,2,2,1,2,3,3,1,2,1,1,1,-1,0,,2,0,-1,2,4,1,0,0,2000,0,11
1,1,,0,64,4096,0,1937,3,116,1,0,0,0,1,1,0,0,0,6,0,12,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,15000,9.6158056,55000,10.915089,1,3,1,0,1,0,3,1,0,1,1,4,1,1,4,2,2,2,3,3,3,2,-1,-1,-1,-1,0,,3,3,0,3,2,3,1,3,2000,1,9
1,1,,0,70,4900,0,1931,2,222,1,0,0,0,1,1,0,0,0,6,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,65000,11.082143,1,1,1,0,1,0,3,2,0,0,0,4,3,1,2,2,1,2,3,3,1,2,1,-1,-1,-1,0,,3,3,0,3,2,9,0,0,2000,0,11
1,1,,0,71,5041,0,1930,1,231,1,0,0,0,1,1,0,0,0,6,6,2,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,5000,8.5171928,25000,10.126631,0,2,1,0,1,0,3,2.5,0,1,1,3,2,1,3,2,2,2,2,1,-1,2,1,-1,-1,-1,0,,3,3,0,3,3,3,0,0,2000,1,11
1,1,,1,54,2916,1,1947,5,116,1,0,0,0,1,1,0,0,0,12,12,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,55000,10.915089,105000,11.561716,0,3,1,0,1,0,1,1,0,1,1,3,2,1,2,2,1,2,3,-1,-1,2,-1,-1,1,-1,0,,3,3,0,3,3,3,1,1,2000,0,7
1,1,,0,26,676,4,1975,10,116,1,0,0,1,0,0,0,0,0,14,0,12,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,45000,10.714417,95000,11.461632,1,4,1,0,1,0,3,1.5,2,1,0,2,3,1,3,3,1,2,3,1,1,2,-1,-1,1,-1,0,,2,2,0,3,3,2,1,2,2000,0,2
1,1,,1,93,8649,0,1908,0,116,1,0,0,0,1,0,0,0,1,0,6,2,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,,65000,11.082143,1,2,1,0,1,0,3,0.5,0,1,1,4,2,1,3,2,2,2,2,1,-1,2,-1,1,-1,-1,0,,3,3,0,3,2,0,0,0,2000,1,11
1,1,,1,40,1600,2,1961,8,305,2,0,0,0,1,1,0,0,0,14,14,9,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,85000,11.350407,0,3,1,0,1,0,1,1.5,0.25,1,0,2,3,-1,2,3,1,2,2,1,-1,3,1,-1,-1,1,0,,2,1,0,3,3,3,1,1,2000,0,5
1,1,,0,50,2500,1,1951,6,116,1,0,0,0,1,0,1,0,0,12,0,9,,,,,,,,,,,,,0,1,0,0,1,0,0,1,0,0,0,15000,9.6158056,25000,10.126631,0,6,1,0,1,0,1,1.5,0,1,0,4,2,1,2,2,1,2,2,-1,-1,2,1,-1,-1,-1,0,,3,1,0,2,4,9,1,4,2000,1,7
1,1,,1,47,2209,2,1954,6,103,1,0,0,0,1,1,0,0,0,9,12,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,65000,11.082143,0,5,1,0,1,0,1,1.5,0,1,1,3,2,-1,3,3,1,2,3,1,1,2,1,1,1,-1,0,,3,2,0,2,3,8,1,3,2000,1,6
1,1,,0,50,2500,1,1951,6,116,1,0,0,0,1,1,0,0,0,9,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,45000,10.714417,1,2,1,0,1,0,1,1,0,0,0,4,3,1,3,2,1,2,2,1,-1,2,1,-1,-1,-1,0,,3,2,0,3,2,3,1,3,2000,0,7
1,1,,0,24,576,4,1977,11,511,1,0,0,1,0,0,0,0,0,14,0,6,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,25000,10.126631,45000,10.714417,0,4,1,0,1,0,3,1,2,0,0,2,3,1,2,2,1,2,2,1,-1,2,-1,-1,1,-1,0,,3,3,0,2,2,3,1,1,2000,0,1
1,1,,0,50,2500,1,1951,6,108,3,0,0,0,1,1,0,0,0,16,15,16,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,155000,11.95118,250000,12.429216,0,3,1,0,1,0,0,2,0,1,1,3,2,-1,2,2,2,2,2,1,-1,2,-1,-1,-1,-1,0,,2,1,-1,2,3,2,1,4,2000,0,7
1,1,,0,41,1681,2,1960,7,652,1,0,0,0,1,1,0,0,0,14,16,14,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,55000,10.915089,250000,12.429216,0,3,1,0,1,0,2,2,0,1,1,3,2,-1,4,3,1,1,2,3,3,1,-1,3,3,-3,1,,2,3,0,2,3,2,1,2,2000,1,5
1,1,,1,27,729,4,1974,10,108,1,0,0,0,1,1,0,0,0,15,16,12,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,35000,10.463103,85000,11.350407,1,5,1,0,1,0,0,2.5,0.25,1,1,2,2,-1,2,2,1,2,3,1,-1,3,1,-1,-1,1,0,,3,2,-1,3,2,3,1,1,2000,0,2
1,1,,0,57,3249,1,1944,4,652,1,0,0,0,1,1,0,0,0,6,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,55000,10.915089,1,6,1,0,1,0,3,0.5,0,0,0,4,2,1,3,2,1,2,3,1,-1,2,1,-1,-1,-1,0,,3,3,1,3,2,8,1,4,2000,0,8
1,1,,0,45,2025,2,1956,7,116,1,0,0,1,0,0,0,0,0,9,0,6,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,35000,10.463103,55000,10.915089,1,6,1,0,1,0,3,2,0,0,0,3,3,1,3,2,1,2,3,1,-1,2,1,-1,-1,-1,0,,3,3,0,3,3,9,1,1,2000,0,6
1,1,,1,46,2116,2,1955,6,269,1,0,0,1,0,0,0,0,0,12,0,16,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,35000,10.463103,35000,10.463103,0,3,1,0,1,0,3,1,0,1,1,2,3,3,3,3,1,2,2,3,1,2,-1,1,1,-3,0,,2,3,0,3,2,3,1,1,2000,0,6
1,1,,1,41,1681,2,1960,7,260,2,0,0,0,1,1,0,0,0,16,18,16,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,195000,12.180755,250000,12.429216,0,4,1,0,1,0,0,0.5,0,1,1,3,2,-1,2,2,2,2,2,1,1,2,1,-1,1,-1,0,,3,2,0,3,,2,1,2,2000,1,5
1,1,,0,44,1936,2,1957,7,270,1,0,0,0,1,1,0,0,0,16,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,85000,11.350407,0,3,1,0,1,0,1,0.66666669,0,1,1,2,2,1,3,2,1,2,2,1,-1,2,1,-1,-1,-1,1,,3,,0,,3,2,1,2,2000,0,5
1,1,,0,29,841,4,1972,10,106,1,0,0,1,0,0,0,0,0,16,0,16,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,65000,11.082143,75000,11.225244,0,3,1,0,1,0,7,0.5,0.66666669,1,0,4,1,-3,3,4,2,1,1,-3,-3,1,-1,-3,-3,-3,1,,2,0,-1,2,3,1,1,2,2000,0,2
1,1,,1,37,1369,3,1964,8,954,1,0,0,0,1,1,0,0,0,12,6,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,0,3,1,0,1,0,7,1,0,1,1,3,2,1,,2,1,3,3,-1,-1,3,,1,1,,0,,1,2,0,,3,0,0,0,2000,0,4
1,1,,1,43,1849,2,1958,7,500,3,0,0,0,1,1,0,0,0,12,12,9,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,85000,11.350407,0,3,1,0,1,0,0,1.5,1,1,1,2,2,1,3,3,1,2,2,1,,2,1,-1,1,-1,0,,1,0,0,2,,3,1,1,2000,1,5
1,1,,1,34,1156,3,1967,9,106,3,0,0,0,1,1,0,0,0,14,14,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,75000,11.225244,0,5,1,0,1,0,1,2.5,2,1,0,3,3,1,3,3,1,2,2,-1,1,2,1,-1,-1,1,1,,3,1,0,3,,2,1,2,2000,0,3
1,1,,1,46,2116,2,1955,6,237,1,0,0,0,1,1,0,0,0,14,14,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,85000,11.350407,1,3,1,0,1,0,0,1,0.33333334,1,1,2,3,1,3,2,1,2,2,1,-1,2,1,1,1,-1,0,,3,3,1,3,2,3,1,1,2000,0,6
1,1,,1,31,961,3,1970,9,116,1,0,0,1,0,0,0,0,0,16,0,6,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,35000,10.463103,75000,11.225244,0,4,1,0,1,0,0,0.75,0,1,1,3,2,-1,,2,1,2,2,-1,-1,2,-1,-1,1,-1,0,,3,2,0,3,3,2,1,2,2000,0,3
1,1,,1,35,1225,3,1966,9,635,1,0,0,0,1,1,0,0,0,12,12,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,45000,10.714417,0,4,1,0,1,0,1,0.5,0,1,1,3,2,-1,2,3,1,2,2,-1,-1,2,-1,-1,-1,1,0,,3,2,0,3,,2,1,2,2000,1,4
1,1,,1,44,1936,2,1957,7,116,1,0,0,0,1,1,0,0,0,6,6,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,0,,45000,10.714417,0,1,1,0,1,0,1,2,0,0,0,3,3,1,3,3,2,,3,1,1,,1,1,1,-1,0,,1,2,0,,,0,0,0,2000,1,5
1,1,,1,37,1369,3,1964,8,330,1,0,0,0,1,1,0,0,0,14,18,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,75000,11.225244,1,2,1,0,1,0,1,1.5,0.16666667,1,0,3,2,3,2,,1,,2,3,1,2,1,3,1,-1,0,,2,3,0,4,3,1,1,4,2000,1,4
1,1,,1,44,1936,2,1957,7,116,1,0,0,0,1,1,0,0,0,9,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,55000,10.915089,1,3,1,0,1,0,2,3,0,0,0,3,3,1,2,2,-1,3,2,1,1,3,1,-1,1,1,1,,3,3,1,3,2,9,1,1,2000,0,5
1,1,,1,77,5929,0,1924,0,237,1,0,0,0,1,0,0,0,1,6,6,2,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,,75000,11.225244,0,2,1,0,1,0,2,2,0,0,0,4,2,-1,2,2,1,2,3,1,1,3,1,1,1,-1,0,,1,3,0,,,3,0,0,2000,1,11
1,1,,1,44,1936,2,1957,7,40,3,1,0,0,1,1,0,0,0,12,16,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,25000,10.126631,0,3,1,0,1,0,0,2,0,1,1,4,2,-1,2,2,1,2,2,-1,-1,2,1,-3,1,1,0,,1,0,0,2,3,1,1,3,2000,0,5
1,1,,1,50,2500,1,1951,6,106,1,0,0,0,1,1,0,0,0,16,16,16,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,195000,12.180755,1,2,1,0,1,0,1,1,0,1,1,2,2,-1,2,2,2,2,2,-1,-1,2,1,-1,1,-1,0,,3,1,-1,2,3,0,0,0,2000,0,7
1,1,,0,41,1681,2,1960,7,730,1,0,0,0,1,1,0,0,0,16,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,75000,11.225244,75000,11.225244,1,2,1,0,1,0,7,0.5,0.5,0,0,2,2,-1,3,2,1,2,2,1,1,2,-1,-1,-1,-1,0,,3,3,0,4,2,1,1,2,2000,0,5
1,1,,1,40,1600,2,1961,8,99,3,0,0,0,1,1,0,0,0,16,16,16,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,135000,11.81303,195000,12.180755,0,5,1,0,1,0,6,3,1,1,1,3,,1,3,2,1,2,,,1,3,1,1,-1,-1,0,,1,0,0,,,1,1,2,2000,1,5
1,1,,0,55,3025,1,1946,5,305,1,0,0,0,1,1,0,0,0,9,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,0,,0,4,1,0,1,0,0,1,0,1,0,3,2,-1,2,2,1,2,2,-1,1,,-1,-1,-1,,0,,3,3,0,,,9,1,1,2000,0,8
1,1,,0,85,7225,0,1916,0,12,3,0,0,0,1,0,0,0,1,16,6,6,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,35000,10.463103,0,,0,2,1,0,1,0,0,4,0,1,1,4,2,-1,3,3,1,2,2,3,1,2,1,3,-1,-1,1,,3,0,0,,,2,0,0,2000,1,11
1,1,,1,40,1600,2,1961,8,105,1,0,0,0,1,0,0,0,1,6,6,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,15000,9.6158056,15000,9.6158056,1,5,1,0,1,0,2,8,0,1,0,3,3,1,2,2,-1,2,3,-3,-1,,3,-1,-1,1,1,,3,3,0,2,2,3,1,3,2000,0,5
1,1,,1,44,1936,2,1957,7,300,1,0,0,0,1,1,0,0,0,16,16,9,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,55000,10.915089,1,1,1,0,1,0,7,1.1666666,0,1,1,2,1,-1,2,3,2,2,2,-3,3,4,3,-1,1,-1,0,,3,1,0,3,2,0,0,0,2000,0,5
1,1,,1,41,1681,2,1960,7,103,1,0,0,0,1,1,0,0,0,16,18,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,0,,0,3,1,0,1,0,0,1.5,0,1,0,3,2,-1,2,2,1,2,2,-1,1,2,-1,-1,,-1,0,,3,2,0,2,3,3,1,3,2000,0,5
1,1,,1,54,2916,1,1947,5,747,1,0,0,0,1,1,0,0,0,16,16,2,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,65000,11.082143,145000,11.884489,1,3,1,0,1,0,0,1.5,0,1,1,3,2,1,2,2,2,2,2,-1,-1,2,-1,-1,-1,-1,0,,3,3,1,3,3,0,0,0,2000,0,7
1,1,,1,54,2916,1,1947,5,623,1,0,0,0,1,1,0,0,0,16,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,195000,12.180755,1,3,1,0,1,0,0,0.5,0.5,1,0,3,3,-1,3,3,1,2,3,3,-1,2,-1,-1,-1,-1,0,,3,2,0,4,3,2,1,2,2000,0,7
1,1,,0,45,2025,2,1956,7,108,1,0,0,0,1,1,0,0,0,14,12,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,45000,10.714417,1,4,1,0,1,0,0,2,0.5,1,1,3,3,1,2,2,-1,2,2,1,-1,2,-1,-1,1,-1,0,,3,2,-1,2,4,2,1,2,2000,0,6
1,1,,0,42,1764,2,1959,7,103,1,0,0,0,1,1,0,0,0,12,12,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,0,5,1,0,1,0,1,0.5,0.5,1,1,4,2,1,2,2,1,3,2,1,1,2,1,1,1,-1,1,,2,2,0,3,4,1,1,4,2000,0,5
1,1,,1,62,3844,0,1939,3,648,1,0,0,0,1,0,0,0,1,0,14,0,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,,0,,0,1,1,0,1,0,1,2,0,0,0,3,2,-1,2,2,1,2,2,1,1,3,,3,,,0,,1,2,0,,,0,0,0,2000,1,9
1,1,,1,44,1936,2,1957,7,251,3,0,0,0,1,1,0,0,0,14,14,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,0,4,1,0,1,0,0,1.5,0.66666669,1,1,3,1,1,4,3,-1,2,2,1,1,1,1,-1,-1,-1,1,,3,2,1,4,2,1,1,4,2000,0,5
1,1,,0,47,2209,2,1954,6,900,1,0,0,0,1,1,0,0,0,16,16,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,95000,11.461632,0,3,1,0,1,0,0,3,8,1,1,2,3,3,2,3,1,2,3,3,3,1,1,-3,3,-3,1,,2,1,0,4,4,2,1,2,2000,0,6
1,1,,0,35,1225,3,1966,9,105,1,0,0,0,1,1,0,0,0,16,16,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,95000,11.461632,175000,12.072541,0,5,1,0,1,0,1,2,4,1,0,2,1,-3,2,3,1,1,1,-3,-1,1,-1,-1,-1,-3,1,,3,2,-1,1,3,2,1,2,2000,1,4
1,1,,0,31,961,3,1970,9,99,3,0,0,0,1,1,0,0,0,16,16,16,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,,0,,0,5,1,0,1,0,0,2.5,1,1,1,3,2,-1,2,3,2,2,2,-1,-1,1,-1,-1,-1,-1,0,,3,0,0,1,3,2,1,2,2000,0,3
1,1,,1,43,1849,2,1958,7,103,1,0,0,0,1,1,0,0,0,14,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,95000,11.461632,0,2,1,0,1,0,1,1,0,1,1,2,2,1,2,2,1,1,1,3,-3,1,1,-3,3,-1,0,,2,3,0,4,2,3,1,1,2000,0,5
1,1,,1,41,1681,2,1960,7,746,1,0,0,0,1,1,0,0,0,14,16,15,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,95000,11.461632,0,1,1,0,1,0,0,1,0,1,1,3,2,-1,2,2,1,1,1,-3,-1,4,-1,-1,-1,1,0,,2,0,-1,1,4,0,0,0,2000,0,5
1,1,,0,37,1369,3,1964,8,99,3,0,0,0,1,1,0,0,0,6,16,2,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,35000,10.463103,0,1,1,0,1,0,1,3,0,1,1,3,2,-3,3,3,1,2,3,-1,3,2,-1,-1,-1,-1,0,,3,0,0,3,3,8,1,3,2000,0,4
1,1,,0,44,1936,2,1957,7,330,1,0,0,0,1,1,0,0,0,16,14,9,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,95000,11.461632,0,4,1,0,1,0,0,2,0,1,1,1,2,-1,4,3,1,2,2,-1,-1,2,1,-1,1,-1,0,,3,3,0,3,2,1,1,2,2000,0,5
1,1,,1,43,1849,2,1958,7,116,3,0,0,1,0,0,0,0,0,15,0,15,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,35000,10.463103,75000,11.225244,0,3,1,0,1,0,7,2,0,1,1,2,2,-1,2,2,1,2,2,-1,-3,1,-1,-1,-1,-1,1,,1,3,-1,3,3,3,1,1,2000,0,5
1,1,,0,36,1296,3,1965,8,900,3,0,0,0,1,1,0,0,0,14,12,6,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,65000,11.082143,125000,11.736069,0,4,1,0,1,0,0,3.5,2.5,1,0,2,4,-1,2,1,1,3,2,-1,-1,3,-1,-1,-1,-1,1,,3,1,0,1,4,7,1,1,2000,1,4
1,1,,1,39,1521,3,1962,8,106,3,0,0,0,1,1,0,0,0,16,18,16,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,75000,11.225244,135000,11.81303,0,6,1,0,1,0,0,2.5,2,1,1,3,2,-1,2,2,2,2,2,-1,-1,2,-1,-1,-1,1,0,,1,1,0,3,3,2,1,2,2000,0,4
1,1,,1,40,1600,2,1961,8,105,1,0,0,0,1,1,0,0,0,16,16,16,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,95000,11.461632,195000,12.180755,1,3,1,0,1,0,0,1,1,1,1,3,,-1,2,2,2,2,2,-1,-1,2,-1,-1,-1,-1,1,,3,3,1,4,2,1,1,4,2000,0,5
1,1,,0,37,1369,3,1964,8,105,1,0,0,1,0,0,0,0,0,12,0,6,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,35000,10.463103,55000,10.915089,1,4,1,0,1,0,1,2,0,1,1,4,2,1,3,3,1,3,2,-1,1,3,1,1,1,-1,0,,3,3,0,4,3,3,1,1,2000,0,4
1,1,,0,22,484,4,1979,11,241,1,0,0,1,0,0,0,0,0,16,0,12,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,,75000,11.225244,0,5,1,0,1,0,2,1,0.66666669,1,0,3,2,-1,2,2,1,2,1,1,-1,2,-1,-1,-1,1,0,,3,3,0,,3,0,0,0,2000,0,1
1,1,,1,38,1444,3,1963,8,978,1,0,0,0,1,1,0,0,0,16,16,9,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,75000,11.225244,135000,11.81303,0,3,1,0,1,0,1,1,2,1,1,3,2,3,2,3,1,2,3,3,1,2,-1,1,1,-1,0,,2,3,-1,2,3,3,1,1,2000,0,4
1,1,,0,41,1681,2,1960,7,105,3,0,0,0,1,1,0,0,0,12,9,0,,,,,,,,,,,,,0,1,1,1,1,0,0,1,0,0,0,35000,10.463103,35000,10.463103,0,5,1,0,1,0,0,1,0,0,0,2,2,-1,4,4,2,2,2,1,-1,2,1,-1,1,-1,0,,2,3,0,3,2,8,1,3,2000,1,5
1,1,,1,38,1444,3,1963,8,105,3,0,0,1,0,0,0,0,0,14,0,9,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,25000,10.126631,55000,10.915089,0,5,1,0,1,0,1,4,1,1,1,4,2,-1,2,3,1,1,1,3,-3,1,-3,-3,-3,-3,0,,3,0,0,1,2,3,1,3,2000,0,4
1,1,,1,49,2401,2,1952,6,103,1,0,0,0,1,1,0,0,0,14,12,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,85000,11.350407,1,2,1,0,1,0,1,5,0,1,1,3,3,1,2,2,2,2,3,1,1,3,1,1,-1,-1,0,,3,0,0,3,3,0,0,0,2000,0,6
1,1,,0,41,1681,2,1960,7,105,3,0,0,0,1,1,0,0,0,16,18,16,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,45000,10.714417,95000,11.461632,0,3,1,0,1,0,3,1,0.5,1,1,4,2,-1,2,3,2,2,2,1,1,2,1,-1,1,1,0,,3,0,0,2,2,3,1,4,2000,0,5
1,1,,1,46,2116,2,1955,6,512,1,0,0,0,1,1,0,0,0,14,16,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,75000,11.225244,0,1,1,0,1,0,1,1.5,0,1,1,3,2,-1,2,2,2,2,2,1,1,3,1,-1,1,-1,1,,3,0,0,3,3,0,0,0,2000,0,6
1,1,,1,32,1024,3,1969,9,241,1,0,0,1,0,0,0,0,0,16,0,12,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,65000,11.082143,250000,12.429216,0,6,1,0,1,0,2,6,0,1,1,2,3,1,2,2,-1,2,,,1,2,1,1,1,-1,1,,2,3,0,3,2,2,1,2,2000,0,3
1,1,,0,71,5041,0,1930,1,9,3,0,0,0,1,1,0,0,0,16,12,2,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,95000,11.461632,0,3,1,0,1,0,1,3,0,1,1,2,2,1,3,3,2,2,2,1,1,2,-1,-1,-1,-1,0,,3,0,-1,1,3,2,0,0,2000,0,11
1,1,,1,51,2601,1,1950,5,505,1,0,0,0,1,1,0,0,0,6,6,0,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,55000,10.915089,1,5,1,0,1,0,1,2,0,0,0,4,3,1,3,2,-1,2,2,1,1,2,1,1,-1,-1,0,,3,3,0,4,2,8,1,3,2000,0,7
1,1,,1,41,1681,2,1960,7,637,1,0,0,0,1,1,0,0,0,9,12,6,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,65000,11.082143,1,2,1,0,1,0,0,2,0,0,0,4,3,1,3,2,1,3,3,1,1,3,1,1,1,1,0,,1,3,0,3,3,0,0,0,2000,0,5
1,1,,0,42,1764,2,1959,7,104,1,0,0,0,1,1,0,0,0,16,16,16,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,95000,11.461632,115000,11.652687,0,3,1,0,1,0,3,3,1,1,0,3,3,-1,3,2,1,3,2,-1,-1,2,-1,-1,-1,-1,1,,3,1,0,3,4,2,1,2,2000,0,5
1,1,,1,39,1521,3,1962,8,115,1,0,0,0,1,1,0,0,0,12,18,9,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,85000,11.350407,0,3,1,0,1,0,1,2,0,1,1,2,3,1,3,2,1,2,2,3,-1,2,1,-1,-1,-1,0,,2,2,0,2,3,0,0,0,2000,0,4
1,1,,1,32,1024,3,1969,9,409,1,0,0,0,1,1,0,0,0,14,16,12,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,115000,11.652687,0,3,1,0,1,0,7,1.5,0,1,0,2,3,-1,3,2,1,2,2,1,1,2,-1,-1,-1,-1,0,,1,1,0,4,3,2,1,2,2000,0,3
