t,quest,pweight,female,age,age2,cohort_y,zyear,cohorty,b_place,fethnic,spouse_ch,spouse,unmarried,married,married_1,married_2,married_3,married_4,educyr,seducyr,feducyr,edu_boy,edu_girl,patrilocala,patrilocalb,patrilineal,conflict1,conflict2,conflict3,poshi,divorce,lineage,ggran,gran,fm,hw,sib,sd3,gsd3,singlef,bigf,inf,coref,hwf,inc,lninc,incf,lnincf,greenvote,social,urbanize,kao,tpi,ntpc,religion,tvt,web,foreign,beench,hardship,background,rich,ilazy,wlazy,happiness,geron,auto,tittat,confuse,freesp,ig,mparty,powerb,judgei,protest,webprotest,demo,taiwanese,indepen,proinde,prouni,egp,workforce,wclass,year,grandf,ageg
4,1,0.83178163,1,39,1521,3,1977,11,110,1,0,0,0,1,0,1,0,0,18,,6,18,16,,4,,,,,4,4,,0,0,0,0,0,0,0,1,0,0,0,0,25000,10.126631,750000,13.527828,0,3,1,0,0,0,2,3,8,1,1,2,,3,2,,1,2,1,1,1,1,1,3,1,-1,,,1,3,0,2,2,3,1,1,2015,0,4
4,1,0.83178163,0,27,729,4,1989,13,110,3,0,0,1,0,0,0,0,0,18,,16,16,16,,4,,,,,4,4,,0,0,1,0,0,0,0,0,0,0,1,0,0,,350000,12.765689,0,3,1,0,1,0,0,0.25,2,1,1,3,,-3,2,,1,1,2,1,1,2,-1,-1,1,-1,,,3,3,0,3,2,9996,0,0,2015,0,2
4,1,0.83178163,0,68,4624,0,1948,5,421,1,0,0,0,1,1,0,0,0,18,12,12,16,12,,1,,,,,3,3,,0,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,85000,11.350407,0,1,1,0,1,0,2,0.5,0,1,0,3,,1,2,,1,4,4,-1,-1,4,-1,-1,1,1,,,2,0,-1,2,2,2,0,0,2015,0,10
4,1,0.83178163,1,35,1225,3,1981,12,234,1,0,0,0,1,1,0,0,0,16,18,16,16,16,,4,,,,,4,4,,0,0,0,1,0,0,0,0,0,0,0,1,55000,10.915089,105000,11.561716,1,4,1,0,0,1,2,3,8,1,1,3,,1,2,,1,2,2,-1,-1,1,-1,-1,-1,1,,,2,3,1,3,2,2,1,2,2015,0,4
4,1,0.83178163,0,78,6084,0,1938,3,8,3,0,0,0,1,0,1,0,0,18,,16,18,16,,1,,,,,1,4,,0,0,0,0,0,0,0,1,0,0,0,0,5000,8.5171928,5000,8.5171928,0,1,1,0,0,0,1,5,0,1,1,3,,-1,2,,1,2,2,1,1,2,,1,-1,-1,,,2,1,-1,2,3,2,0,0,2015,0,11
4,1,0.83178163,0,67,4489,0,1949,5,103,3,0,0,0,1,1,0,0,0,15,16,12,16,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,0,,55000,10.915089,0,2,1,0,1,0,0,3,3,1,1,1,,3,1,,1,4,4,3,-3,1,3,1,3,3,,,2,1,0,4,4,2,0,0,2015,0,10
4,1,0.83178163,1,33,1089,3,1983,12,110,1,0,0,1,0,0,0,0,0,18,,16,16,16,,4,,,,,4,4,,0,0,1,0,1,0,0,0,0,0,1,0,45000,10.714417,45000,10.714417,1,4,1,0,1,0,3,0,12,1,1,3,,1,3,,1,1,2,-1,-1,1,-1,-3,-3,1,,,3,3,1,3,2,2,1,2,2015,0,3
4,1,0.83178163,0,20,400,4,1996,15,110,3,0,0,1,0,0,0,0,0,16,,18,9,9,,4,,,,,4,4,,0,0,1,0,1,1,0,0,1,0,0,0,0,,0,,0,2,1,0,0,1,0,2,8,1,1,2,,-1,2,,1,3,3,-1,1,2,1,-1,1,-1,,,2,3,-1,3,,9996,0,0,2015,1,1
4,1,0.83178163,1,42,1764,2,1974,10,116,1,0,0,0,1,1,0,0,0,14,14,12,16,16,,4,,,,,4,4,,0,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,350000,12.765689,1,4,1,0,1,0,0,3,2,1,1,3,,3,1,,1,1,1,1,1,1,1,-3,-3,-3,,,2,3,0,2,3,3,1,1,2015,1,5
4,1,0.83178163,1,63,3969,0,1953,6,260,1,0,0,0,1,1,0,0,0,14,18,6,18,18,,4,,,,,3,,,0,0,0,1,0,1,0,0,0,0,1,0,0,,145000,11.884489,0,2,1,0,1,0,2,1,0.5,1,1,4,,-1,2,,1,3,2,3,3,3,1,1,1,1,,,2,3,0,3,,9996,0,0,2015,0,9
4,1,0.83178163,1,27,729,4,1989,13,110,1,0,0,0,1,0,0,0,0,16,12,9,12,12,,4,,,,,4,4,,0,0,0,1,0,0,0,0,0,0,0,1,55000,10.915089,250000,12.429216,0,6,1,0,0,1,0,3,4,1,1,2,,-1,4,,1,1,1,1,-1,2,-1,-1,1,-1,,,2,3,0,2,1,3,1,1,2015,0,2
4,1,0.83178163,1,58,3364,1,1958,7,358,1,0,0,0,1,1,0,0,0,16,16,0,16,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,95000,11.461632,145000,11.884489,1,6,1,0,1,0,7,0.5,0.5,1,0,4,,-3,1,,2,2,1,3,-3,1,-3,-3,-3,-3,,,3,3,1,4,1,2,1,2,2015,0,8
4,1,0.83178163,0,52,2704,1,1964,8,436,1,0,0,0,1,1,0,0,0,18,12,6,16,16,,4,,,,,3,4,,0,0,0,1,0,1,0,0,0,0,1,0,135000,11.81303,165000,12.0137,0,3,1,0,1,0,7,1,6,1,1,3,,1,1,,1,3,2,-1,3,1,-1,-1,3,-1,,,2,2,0,3,2,1,1,4,2015,0,7
4,1,0.83178163,1,52,2704,1,1964,8,115,1,0,0,0,1,1,0,0,0,12,12,9,16,16,,3,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,105000,11.561716,0,5,1,0,1,0,1,3,0,1,0,3,,1,2,,1,2,2,1,-1,2,-1,-1,-1,-1,,,3,3,0,,,9,1,1,2015,0,7
4,1,0.7397638,0,28,784,4,1988,13,103,1,0,0,1,0,0,0,0,0,18,,16,12,12,,4,,,,,4,4,,0,0,1,0,0,0,0,0,0,0,1,0,65000,11.082143,115000,11.652687,1,3,2,0,1,0,0,1.5,2,1,1,2,,3,2,,-1,2,1,-3,-1,1,-1,-3,-1,-1,,,3,3,1,4,3,1,1,2,2015,0,2
4,1,0.7397638,0,33,1089,3,1983,12,747,1,0,0,1,0,0,0,0,0,16,,12,12,12,,4,,,,,4,4,,0,0,1,0,1,0,0,0,0,0,1,0,65000,11.082143,145000,11.884489,0,3,2,0,1,0,2,2,10,1,1,1,,1,1,,-1,1,2,-1,-1,1,1,-1,-1,3,,,2,3,1,3,3,2,1,2,2015,0,3
4,1,0.7397638,1,59,3481,1,1957,7,111,1,0,0,0,1,0,0,0,1,12,12,6,16,16,,4,,,,,3,4,,0,0,0,0,0,1,0,0,0,0,0,0,5000,8.5171928,95000,11.461632,1,3,2,0,1,0,1,4,0.5,0,0,3,,-1,1,,1,2,1,3,-1,1,-3,-1,-1,-1,,,3,3,1,4,1,3,1,1,2015,0,8
4,1,0.7397638,0,60,3600,0,1956,7,950,3,0,0,0,1,1,0,0,0,16,14,16,9,9,,,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,105000,11.561716,0,3,2,0,1,0,0,2,2,1,1,1,,-3,1,,2,2,3,1,-1,2,-1,-1,1,-1,,,1,2,0,1,3,2,0,0,2015,0,9
4,1,0.7397638,1,37,1369,3,1979,11,954,2,0,0,0,1,1,0,0,0,14,18,6,16,16,,3,,,,,4,4,,0,0,1,1,1,0,0,0,0,0,0,0,0,,115000,11.652687,0,2,2,1,0,0,3,3,2,1,1,2,,3,3,,2,2,2,1,-1,2,1,1,1,1,,,2,2,-1,2,3,9996,0,0,2015,0,4
4,1,0.7397638,0,83,6889,0,1933,2,103,1,0,0,0,1,1,0,0,0,12,6,6,14,14,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,5000,8.5171928,105000,11.561716,0,4,2,0,1,0,2,4,1,1,1,2,,-1,3,,1,3,3,3,3,3,3,3,-1,-1,,,2,3,0,2,1,2,0,0,2015,0,11
4,1,0.7397638,0,49,2401,2,1967,9,224,1,0,0,0,1,1,0,0,0,12,12,6,14,14,,1,,,,,3,4,,0,0,1,1,0,1,0,0,1,0,0,0,45000,10.714417,75000,11.225244,0,3,2,0,1,0,2,5,2,1,0,3,,1,1,,1,2,2,1,-1,2,-1,-1,-1,-1,,,3,2,1,3,3,2,1,2,2015,1,6
4,1,0.7397638,0,83,6889,0,1933,2,2,1,0,0,0,1,1,0,0,0,16,12,16,16,16,,3,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,55000,10.915089,1,2,2,0,0,1,1,3,0,1,1,2,,3,2,,2,3,2,3,1,2,-1,-1,-1,3,,,3,3,1,3,1,3,0,0,2015,0,11
4,1,0.7397638,0,38,1444,3,1978,11,701,1,0,0,0,1,1,0,0,0,16,16,6,16,16,,1,,,,,4,4,,0,0,1,1,0,1,0,0,1,0,0,0,0,,1050000,13.864301,1,3,2,0,1,0,2,1,5,1,1,2,,-1,2,,1,2,2,-1,-1,2,-1,-1,-1,1,,,3,2,0,3,3,9996,0,0,2015,1,4
4,1,0.7397638,0,70,4900,0,1946,5,103,1,0,0,0,1,1,0,0,0,16,16,2,16,16,,4,,,,,2,4,,0,0,1,1,0,1,0,0,1,0,0,0,95000,11.461632,195000,12.180755,0,4,2,0,1,0,1,0.33333334,1,1,1,4,,-3,1,,1,3,2,1,-1,2,1,-1,1,-1,,,3,1,-1,1,1,1,1,4,2015,1,11
4,1,0.7397638,0,21,441,4,1995,14,111,3,0,0,1,0,0,0,0,0,16,,16,16,16,,4,,,,,3,1,,0,0,1,0,1,0,0,0,0,0,1,0,0,,85000,11.350407,0,4,2,0,1,0,6,1,5,1,1,1,,-1,1,,1,1,3,3,-3,1,-3,-3,-1,-3,,,1,3,0,4,2,9996,0,0,2015,0,1
4,1,0.7397638,1,42,1764,2,1974,10,404,2,0,0,0,1,1,0,0,0,16,16,16,16,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,165000,12.0137,0,4,2,0,1,0,2,1,4,1,1,2,,3,2,,1,2,4,3,-1,1,-1,-3,-3,-3,,,3,3,1,2,2,2,1,2,2015,0,5
4,1,0.7397638,0,44,1936,2,1972,10,106,1,0,0,0,1,0,1,0,0,12,,6,16,16,,1,,,,,3,4,,0,0,1,0,0,1,0,0,1,0,0,0,55000,10.915089,55000,10.915089,1,3,2,0,1,0,2,1,3,1,1,3,,-1,2,,1,1,3,3,-1,1,-1,-1,1,-1,,,3,3,0,4,3,2,1,2,2015,1,5
4,1,0.7397638,1,36,1296,3,1980,11,234,3,0,0,0,1,1,0,0,0,16,16,12,16,16,,4,,,,,1,1,,0,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,175000,12.072541,0,4,2,0,0,1,7,2,5,1,1,3,,-1,4,,1,2,1,3,1,2,3,3,-1,-1,,,2,3,0,2,1,2,1,2,2015,0,4
4,1,0.7397638,0,54,2916,1,1962,8,111,1,0,0,0,1,1,0,0,0,18,12,6,9,9,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,3,2,0,0,0,7,0,4,1,1,,,,,,1,,,,,,,,,,,,,,0,,,0,1,2,2015,0,7
4,1,0.7397638,0,67,4489,0,1949,5,406,1,0,0,0,1,1,0,0,0,12,12,12,9,9,,4,,,,,3,4,,0,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,135000,11.81303,0,6,2,0,1,0,8,2.5,0,1,1,3,,-1,2,,1,,3,-1,1,2,-1,-1,1,-1,,,3,3,0,3,3,8,1,4,2015,0,10
4,1,0.7397638,1,32,1024,3,1984,12,111,1,0,0,1,0,0,0,0,0,18,,16,16,16,,4,,,,,4,4,,0,0,0,0,0,0,0,1,0,0,0,0,45000,10.714417,0,,1,6,2,0,0,0,0,0,2,1,0,2,,-1,2,,1,2,2,-1,-1,2,-1,-1,-1,-1,,,,3,1,3,3,2,1,2,2015,0,3
4,1,0.7397638,0,37,1369,3,1979,11,241,1,0,0,1,0,0,0,0,0,16,,14,16,16,,4,,,,,4,,,0,0,1,0,1,0,0,0,0,0,1,0,35000,10.463103,145000,11.884489,1,2,2,0,1,0,7,0.5,1,1,1,2,,,1,,1,1,1,-1,-3,1,-3,-3,-3,-1,,,3,3,1,3,2,2,1,2,2015,0,4
4,1,0.7397638,0,33,1089,3,1983,12,111,3,0,0,1,0,0,0,0,0,16,,16,16,16,,4,,,,,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,45000,10.714417,45000,10.714417,0,4,2,0,0,0,0,2,5,1,1,2,,1,2,,-1,2,2,1,-1,3,-1,-1,1,1,,,2,2,0,2,3,8,1,1,2015,0,3
4,1,0.7397638,1,59,3481,1,1957,7,100,3,0,0,0,1,1,0,0,0,15,12,0,14,14,,4,,,,,3,4,,0,0,0,1,0,0,0,0,0,0,0,1,45000,10.714417,450000,13.017003,0,4,2,0,1,0,7,0,0,1,1,3,,-1,2,,1,2,3,-1,-1,2,-1,-1,-1,1,,,2,1,0,1,3,3,1,1,2015,0,8
4,1,0.7397638,0,35,1225,3,1981,12,111,1,0,0,0,1,1,0,0,0,14,16,16,16,16,,4,,,,,4,3,,0,0,0,1,0,1,0,0,0,0,1,0,95000,11.461632,0,,0,4,2,0,1,0,0,3.5,8,1,1,2,,-1,,,1,3,,1,-1,2,1,-3,1,,,,3,2,0,,2,2,1,4,2015,0,4
4,1,0.7397638,1,80,6400,0,1936,3,333,1,0,0,0,1,0,0,0,1,9,9,0,16,16,,1,,,,,4,4,,0,0,0,0,0,1,1,0,1,0,0,0,0,,105000,11.561716,1,1,2,0,1,0,1,6.5,0,1,0,2,,1,2,,1,2,2,3,-1,2,-1,-1,-1,1,,,3,3,1,3,2,9996,0,0,2015,1,11
4,1,0.7397638,0,68,4624,0,1948,5,265,1,0,0,0,1,1,0,0,0,12,9,16,14,14,,1,,,,,1,4,,0,0,1,1,0,1,1,0,1,0,0,0,85000,11.350407,195000,12.180755,1,4,2,0,1,0,1,3,0,1,1,3,,3,1,,1,4,4,3,3,4,3,-1,-1,-1,,,1,3,0,1,3,2,1,4,2015,1,10
4,1,0.7397638,0,58,3364,1,1958,7,103,1,0,0,1,0,0,0,0,0,12,,6,12,12,,4,,,,,3,4,,0,0,1,0,0,1,0,0,1,0,0,0,45000,10.714417,45000,10.714417,1,4,2,0,1,0,2,1.5,0,1,1,2,,3,1,,1,1,1,3,-1,1,-1,-3,-1,-3,,,3,3,0,3,2,9,1,1,2015,1,8
4,1,0.7397638,1,21,441,4,1995,14,111,1,0,0,1,0,0,0,0,0,16,,14,12,12,,4,,,,,4,4,,0,0,1,0,1,1,0,0,1,0,0,0,5000,8.5171928,0,,0,3,2,0,1,0,0,0,1,1,1,2,,-1,1,,-1,2,1,1,-3,1,-1,-1,-3,1,,,3,3,1,3,3,3,1,1,2015,1,1
4,1,0.7397638,0,75,5625,0,1941,4,504,1,0,0,0,1,1,0,0,0,15,12,6,16,16,,1,,,,,3,3,,0,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,35000,10.463103,0,3,2,0,1,0,2,2.5,0,1,1,1,,3,2,,1,2,2,3,-1,1,3,-1,1,1,,,2,3,1,4,3,8,0,0,2015,0,11
4,1,0.7397638,0,67,4489,0,1949,5,111,3,0,0,0,1,0,1,0,0,18,,12,18,18,,4,,,,,3,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,3,2,0,0,0,7,1.5,5,1,1,3,,,2,,1,3,2,1,1,2,1,1,1,-1,,,3,2,-1,2,2,2,1,4,2015,0,10
4,1,0.7397638,0,75,5625,0,1941,4,932,1,0,0,0,1,1,0,0,0,16,6,9,16,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,5000,8.5171928,55000,10.915089,1,2,2,0,1,0,1,2,2,1,0,3,,1,2,,1,3,1,3,-3,1,1,1,3,-3,,,2,3,1,4,1,2,0,0,2015,0,11
4,1,0.7397638,0,44,1936,2,1972,10,356,1,0,0,0,1,1,0,0,0,16,14,12,12,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,0,,1050000,13.864301,0,4,2,0,1,0,0,2,4,1,1,1,,-1,4,,-1,3,1,3,-3,1,-3,1,3,1,,,2,0,0,3,3,2,0,0,2015,0,5
4,1,0.7397638,0,22,484,4,1994,14,249,1,0,0,1,0,0,0,0,0,16,,16,12,12,,3,,,,,3,3,,0,0,1,0,0,0,0,0,0,0,1,0,0,,55000,10.915089,0,2,2,0,1,0,7,2,4,1,1,4,,-1,2,,1,2,3,-1,3,2,-1,1,1,1,,,3,3,0,3,2,9996,0,0,2015,0,1
4,1,0.7397638,0,58,3364,1,1958,7,103,1,0,0,0,1,1,0,0,0,15,16,12,16,16,,4,,,,,3,2,,0,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,85000,11.350407,1,5,2,0,1,0,1,2,0.5,1,1,2,,1,2,,1,1,3,1,1,3,1,1,1,1,,,1,3,0,2,2,9,1,1,2015,0,8
4,1,0.7397638,0,49,2401,2,1967,9,268,1,0,0,0,1,0,0,0,0,14,16,9,16,16,,3,,,,,3,4,,0,0,0,1,0,0,0,0,0,0,0,1,35000,10.463103,105000,11.561716,0,4,2,0,1,0,1,3,2,1,1,2,,3,2,,1,1,2,-1,-1,1,1,1,-1,-3,,,2,2,-1,1,3,2,1,2,2015,0,6
4,1,0.7397638,0,68,4624,0,1948,5,224,3,0,0,0,1,1,0,0,0,12,9,0,16,16,,4,,,,,3,4,,0,0,0,1,0,1,1,0,1,0,0,0,15000,9.6158056,55000,10.915089,0,3,2,0,1,0,1,8,0,1,1,4,,1,3,,1,3,,3,3,3,1,3,3,1,,,3,2,0,4,3,2,0,0,2015,1,10
4,1,0.7397638,1,55,3025,1,1961,8,525,1,0,0,0,1,1,0,0,0,9,9,0,9,9,,3,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,85000,11.350407,0,5,2,0,1,0,1,1,0,1,1,4,,1,2,,2,2,2,1,1,2,1,1,1,1,,,1,3,0,2,2,9,1,1,2015,0,8
4,1,0.7397638,1,25,625,4,1991,14,111,3,0,0,1,0,0,0,0,0,16,,12,16,16,,3,,,,,4,4,,0,0,1,0,1,0,0,0,0,0,1,0,55000,10.915089,75000,11.225244,0,5,2,0,1,0,2,2,2,1,1,3,,-3,2,,1,2,3,1,-1,2,1,1,-1,1,,,2,2,0,2,3,8,1,4,2015,0,2
4,1,0.79389286,1,37,1369,3,1979,11,112,1,0,0,1,0,0,0,0,0,18,,12,16,16,,4,,,,,4,4,,0,0,1,0,0,0,0,0,0,0,1,0,45000,10.714417,95000,11.461632,1,4,2,0,1,0,7,1,0.5,1,1,2,,1,1,,1,2,2,-1,-1,2,-1,-1,-1,-1,,,3,3,1,3,3,2,1,2,2015,0,4
4,1,0.79389286,1,83,6889,0,1933,2,339,1,0,0,0,1,0,0,0,1,0,2,6,16,16,,4,,,,,3,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,25000,10.126631,0,4,2,0,1,0,1,2,0,1,1,3,,1,3,,1,3,2,1,1,2,1,1,,1,,,1,2,0,,,9,0,0,2015,0,11
4,1,0.79389286,1,63,3969,0,1953,6,104,3,0,0,0,1,0,1,0,0,12,,16,14,12,,3,,,,,3,4,,0,0,0,0,0,1,0,0,0,0,0,0,45000,10.714417,155000,11.95118,0,5,2,0,1,0,0,1,9,1,1,4,,3,2,,1,1,2,-1,1,3,3,3,1,1,,,2,0,0,1,2,3,1,1,2015,0,9
4,1,0.79389286,1,59,3481,1,1957,7,202,1,0,0,0,1,1,0,0,0,16,16,6,16,16,,4,,,,,4,4,,0,0,1,1,0,1,0,0,1,0,0,0,145000,11.884489,250000,12.429216,1,5,2,0,1,0,0,2,1.5,1,1,2,,1,2,,1,2,3,1,-1,2,-1,-3,-1,-1,,,3,3,0,2,2,2,1,2,2015,1,8
4,1,0.79389286,1,65,4225,0,1951,6,112,1,0,0,0,1,1,0,0,0,6,6,0,16,16,,3,,,,,3,4,,0,0,0,1,0,1,0,0,0,0,1,0,0,,55000,10.915089,1,4,2,0,1,0,2,5,1,0,0,2,,3,2,,-1,3,2,3,1,3,1,-3,-1,1,,,3,3,0,3,2,9996,0,0,2015,0,10
4,1,0.79389286,0,58,3364,1,1958,7,103,1,0,0,0,1,1,0,0,0,14,16,6,16,16,,4,,,,,,4,,0,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,0,,1,3,2,0,1,0,3,3,2,1,0,2,,1,2,,2,2,2,-1,-1,2,-1,-1,-1,-1,,,3,3,0,3,2,9,1,1,2015,0,8
4,1,0.79389286,0,21,441,4,1995,14,112,1,0,0,1,0,0,0,0,0,16,,12,16,16,,3,,,,,2,1,,0,0,1,0,1,0,0,0,0,0,1,0,15000,9.6158056,0,,0,4,2,0,1,0,0,6,3,0,0,4,,-3,1,,2,2,2,3,1,2,3,1,-3,-1,,,3,3,0,3,1,3,1,1,2015,0,1
4,1,0.79389286,0,40,1600,2,1976,11,241,1,0,0,0,1,1,0,0,0,16,12,6,16,16,,4,,,,,4,2,,0,0,0,1,0,0,0,0,0,0,0,1,25000,10.126631,45000,10.714417,0,4,2,0,1,0,3,3,9,0,0,2,,-3,3,,1,1,2,-1,1,2,-1,-1,1,-1,,,3,2,0,4,2,3,1,1,2015,0,5
4,1,0.79389286,0,47,2209,2,1969,9,112,1,0,0,0,1,0,1,0,0,12,,6,12,12,,3,,,,,3,4,,0,0,1,0,1,0,0,0,0,0,1,0,0,,55000,10.915089,0,1,2,0,1,0,1,2.5,0,0,0,2,,1,2,,-1,2,2,1,3,3,1,3,1,-3,,,3,3,-1,3,4,9996,0,0,2015,0,6
4,1,0.79389286,1,60,3600,0,1956,7,971,1,0,0,0,1,0,0,1,0,9,6,6,14,14,,4,,,,,4,4,,0,0,0,0,0,1,1,0,1,0,0,0,0,,55000,10.915089,0,1,2,0,1,0,2,3.5,5,1,1,2,,3,1,,1,3,2,3,1,,1,1,-1,-1,,,1,3,1,3,2,8,0,0,2015,1,9
4,1,0.79389286,0,50,2500,1,1966,9,831,3,0,0,1,0,0,0,0,0,12,,16,16,16,,1,,,,,3,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,,195000,12.180755,0,2,2,0,1,0,7,4,0.33333334,1,1,4,,-1,2,,1,2,3,-1,1,3,1,1,-1,-1,,,1,2,0,1,2,9996,0,0,2015,0,7
4,1,0.79389286,0,68,4624,0,1948,5,545,1,0,0,0,1,1,0,0,0,6,6,0,16,16,,4,,,,,3,3,,0,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,0,,0,4,2,0,1,0,1,0.75,0,0,0,3,,1,3,,2,3,3,1,1,3,1,1,1,-1,,,1,2,0,3,2,8,1,3,2015,0,10
4,1,0.79389286,0,22,484,4,1994,14,117,1,0,0,1,0,0,0,0,0,16,,12,12,12,,4,,,,,4,3,,0,0,1,0,1,0,0,0,0,0,1,0,0,,95000,11.461632,0,4,2,0,1,0,2,2,2,1,0,3,,-1,2,,1,2,2,-1,3,1,1,-1,1,-1,,,2,3,0,2,2,9996,0,0,2015,0,1
4,1,0.79389286,1,60,3600,0,1956,7,108,1,0,0,0,1,0,1,0,0,12,,6,16,16,,4,,,,,3,4,,0,0,0,0,0,0,0,1,0,0,0,0,0,,55000,10.915089,0,3,2,0,1,0,1,0.33333334,1,1,1,4,,-1,2,,1,2,3,-1,3,3,1,-1,1,1,,,2,2,0,3,2,3,0,0,2015,0,9
4,1,0.79389286,0,33,1089,3,1983,12,111,1,0,0,0,1,1,0,0,0,18,18,12,12,12,,4,,,,,4,4,,0,0,0,1,0,0,0,0,0,0,0,1,75000,11.225244,135000,11.81303,0,3,2,0,1,0,2,0.5,6,1,1,2,,-1,1,,1,1,1,-1,-3,1,-3,-3,-1,1,,,2,3,1,1,2,2,1,2,2015,0,3
4,1,0.79389286,1,34,1156,3,1982,12,526,1,0,0,0,1,0,0,1,0,16,16,12,16,16,,4,,,,,4,4,,0,0,1,0,0,1,0,0,1,0,0,0,0,,195000,12.180755,1,4,2,0,0,0,2,1,3,0,0,1,,1,2,,1,2,2,1,-1,2,1,-1,-1,1,,,2,3,1,4,3,9996,0,0,2015,1,3
4,1,0.79389286,1,53,2809,1,1963,8,623,1,0,0,0,1,1,0,0,0,12,12,6,16,16,,4,,,,,4,4,,0,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,750000,13.527828,0,5,2,0,1,0,1,1,0.5,1,1,3,,3,2,,1,4,3,-1,-1,2,-1,-1,-1,-3,,,3,3,0,4,3,3,1,3,2015,1,7
4,1,0.79389286,1,41,1681,2,1975,10,112,1,0,0,0,1,1,0,0,0,14,18,2,16,16,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,75000,11.225244,250000,12.429216,0,3,2,0,0,1,0,0.5,0.5,1,1,3,,-3,3,,1,2,2,3,-1,2,-1,1,-1,-1,,,3,3,0,2,2,2,1,2,2015,0,5
4,1,0.79389286,0,27,729,4,1989,13,112,1,0,0,1,0,0,0,0,0,18,,14,18,16,,4,,,,,4,4,,0,1,1,0,0,0,0,0,1,0,0,0,0,,85000,11.350407,0,3,2,0,1,0,7,0.16666667,5.5,1,1,2,,3,3,,-1,1,1,-1,-3,1,-3,-3,1,1,,,2,3,0,3,3,9996,0,0,2015,1,2
4,1,0.79389286,0,36,1296,3,1980,11,9997,4,0,0,0,1,1,0,0,0,9,12,9,12,12,,1,,,,,4,4,,0,0,1,1,0,0,0,0,0,0,0,0,25000,10.126631,55000,10.915089,0,5,2,0,1,0,0,0,4,1,0,3,,1,3,,1,2,3,1,1,2,1,1,-1,-1,,,1,3,0,3,3,2,1,2,2015,0,4
4,1,0.79389286,0,69,4761,0,1947,5,956,1,0,0,0,1,1,0,0,0,21,18,2,12,12,,1,,,,,3,3,,0,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,250000,12.429216,0,2,2,0,1,0,1,1,2,1,1,3,,-1,2,,2,2,2,-1,1,2,1,1,1,-1,,,3,2,0,2,3,1,1,3,2015,0,10
4,1,0.79389286,1,46,2116,2,1970,9,103,1,0,0,1,0,0,0,0,0,16,,6,16,16,,4,,,,,3,4,,0,0,1,0,1,0,0,0,0,0,1,0,0,,0,,0,4,2,0,1,0,3,2.5,5,1,0,,,1,2,,-1,2,2,3,-1,2,-1,-1,1,1,,,3,3,0,3,4,3,1,1,2015,0,6
4,1,0.79389286,0,59,3481,1,1957,7,955,1,0,0,0,1,1,0,0,0,9,6,0,12,12,,4,,,,,4,4,,0,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,0,,1,5,2,0,1,0,0,0.5,5,1,1,1,,3,2,,-2,2,1,3,3,3,1,3,3,3,,,1,3,0,4,1,9,1,1,2015,0,8
4,1,0.79389286,0,57,3249,1,1959,7,103,1,0,0,0,1,1,0,0,0,12,12,6,16,16,,4,,,,,2,4,,0,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,35000,10.463103,0,2,2,0,1,0,2,0.5,1,1,0,2,,-1,1,,1,2,4,-1,3,3,-1,-1,1,-3,,,1,2,0,1,3,2,1,2,2015,0,8
4,1,0.79389286,0,50,2500,1,1966,9,362,2,0,0,0,1,0,1,0,0,12,,6,14,14,,3,,,,,4,4,,0,0,0,0,0,1,0,0,0,0,0,0,25000,10.126631,25000,10.126631,0,6,2,0,1,0,0,1,0,1,1,2,,3,1,,1,2,2,1,1,3,1,-1,-1,-1,,,3,2,0,2,3,3,1,3,2015,0,7
